,Title,Rating,Number of User Reviews,Year,Duration,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,Unknown,War,Western,Cluster
11882,Sabotage,5.3,126.0,2014,109,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
11883,G-Force,4.9,67.0,2009,88,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
11884,Surviving the Game,7.9,7.0,1994,96,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11886,Dancing at the Blue Iguana,6.0,13.0,2001,123,"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
11887,Fear and Loathing in Las Vegas,7.5,247.0,1998,118,"['Adventure', 'Comedy', 'Drama']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11888,Miss Bala,5.1,41.0,2019,104,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11889,Before I Go to Sleep,5.4,97.0,2014,92,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
11890,Bad Boys,6.6,254.0,1995,118,"['Action', 'Comedy', 'Crime', 'Thriller']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11891,The Chumscrubber,7.8,17.0,2005,108,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11892,Four Christmases,5.2,54.0,2008,88,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
11893,Super Troopers 2,6.6,91.0,2018,99,"['Comedy', 'Crime', 'Mystery']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11894,Raze,4.4,17.0,2014,87,"['Action', 'Drama', 'Horror']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
11895,The Hollow Point,5.6,7.0,2016,97,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Western']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4
11896,Summer Camp,6.4,25.0,2024,96,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11898,The Grudge,4.0,121.0,2020,94,"['Fantasy', 'Horror']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
11899,The Forgiven,6.1,7.0,2018,115,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
11900,Staten Island Summer,5.9,8.0,2015,108,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11901,Mojave,4.8,11.0,2016,93,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
11902,Nowhere to Run,6.3,9.0,1993,94,"['Action', 'Drama', 'Romance', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
11903,Easter Sunday,3.2,9.0,2022,96,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11904,The Most Hated Woman in America,5.8,11.0,2017,91,"['Biography', 'Drama', 'History']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
11905,White Chicks,6.7,174.0,2004,109,"['Comedy', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11906,Chappie,7.1,866.0,2015,120,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
11907,The Unforgivable,6.6,65.0,2021,112,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
11908,Hop,4.7,107.0,2011,90,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
11909,Romeo & Juliet,6.1,28.0,2013,118,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
11910,Britney Vs. Spears,7.9,41.0,2021,93,"['Documentary', 'Biography', 'Crime', 'Music']",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11911,Wild Target,7.6,52.0,2010,98,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11912,The Quiet Ones,4.7,55.0,2014,98,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
11913,The Week Of,4.7,23.0,2018,116,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11914,Priest,5.2,241.0,2011,87,"['Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3
11915,Darling Companion,5.3,10.0,2012,103,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
11916,House of Wax,6.2,136.0,2005,113,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
11917,Metro,6.0,5.0,1997,117,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11918,Illegal Tender,8.2,11.0,2007,108,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11919,Here,4.3,26.0,2024,104,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11920,Outlander,7.1,54.0,2009,115,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
11922,Kaena: The Prophecy,6.5,11.0,2004,85,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
11923,X,3.3,12.0,2000,97,"['Animation', 'Action', 'Fantasy', 'Horror', 'Thriller']",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
11924,Jakob the Liar,6.4,16.0,1999,120,"['Comedy', 'Drama', 'War']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11925,The Hunted,5.8,36.0,2003,94,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11926,Here Today,5.8,10.0,2021,117,"['Comedy', 'Drama', 'Music']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11928,The Girl from the Naked Eye,6.8,4.0,2012,84,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4
11930,Falling for Christmas,5.7,35.0,2022,93,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11932,The Invisible Circus,4.3,4.0,2001,93,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11933,Come Away,4.1,54.0,2020,94,"['Adventure', 'Drama', 'Fantasy']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11934,Mighty Morphin Power Rangers: The Movie,6.5,29.0,1995,95,"['Action', 'Adventure', 'Family', 'Sci-Fi', 'Thriller']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
11935,Gangster Squad,6.2,347.0,2013,113,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11936,Better Living Through Chemistry,5.9,15.0,2014,91,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11937,Consecration,5.2,10.0,2023,90,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
11938,Fatman,6.3,72.0,2020,100,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Thriller']",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
11939,Lethal Weapon 3,6.8,91.0,1992,118,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11940,Anna,6.3,121.0,2019,119,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
11944,Return to Nuke 'Em High Volume 1,5.0,5.0,2014,85,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6
11945,An Acceptable Loss,5.8,5.0,2019,102,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
11946,Paranormal Activity 4,4.5,237.0,2012,88,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
11947,Vantage Point,6.1,78.0,2008,90,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11948,Halloween II,7.4,187.0,1981,92,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
11949,Evolution,6.0,84.0,2001,101,"['Comedy', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11950,Dark Was the Night,6.0,16.0,2015,90,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
11952,Table 19,5.9,35.0,2017,87,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
11954,Fletch Lives,6.9,8.0,1989,95,"['Comedy', 'Crime', 'Mystery']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11955,Act of Valor,6.6,171.0,2012,101,"['Action', 'Adventure', 'Thriller', 'War']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
11956,Rocky IV,7.3,153.0,1985,91,"['Drama', 'Sport']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
11957,The Boss,4.6,108.0,2016,99,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11959,Horrible Bosses 2,5.9,231.0,2014,108,"['Comedy', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11960,Video Games: The Movie,6.2,26.0,2014,105,"['Documentary', 'History']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11961,Maniac Cop,7.7,13.0,1988,85,"['Action', 'Crime', 'Horror', 'Mystery']",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
11962,Final Analysis,6.3,6.0,1992,124,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
11963,Unhinged,5.3,100.0,2020,90,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
11964,Shaft,6.5,124.0,2019,111,"['Action', 'Comedy', 'Crime', 'Mystery']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11965,The Good Heart,7.8,4.0,2010,95,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11966,Igor,5.3,42.0,2008,87,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Sci-Fi']",0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
11967,In the Blood,4.4,12.0,2014,108,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11968,Here Comes the Boom,6.2,81.0,2012,105,"['Action', 'Comedy', 'Sport']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11969,Derailed,6.3,35.0,2005,108,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11971,Nightwatch,6.3,27.0,1998,101,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
11973,The Heir Apparent: Largo Winch,5.9,10.0,2011,108,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
11974,Suicide Squad,5.9,3801.0,2016,123,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
11976,Appleseed,6.7,27.0,2005,105,"['Animation', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'War']",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3
11977,Nightbreed,6.4,14.0,1990,102,"['Action', 'Fantasy', 'Horror']",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
11978,65,4.8,154.0,2023,93,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
11979,Barb Wire,4.2,39.0,1996,98,"['Action', 'Sci-Fi']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
11980,Ceremony,5.6,5.0,2011,89,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11981,Fireworks,4.3,22.0,2018,90,"['Animation', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
11984,Max Keeble's Big Move,7.1,17.0,2001,86,"['Action', 'Comedy', 'Crime', 'Family']",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11985,The Phantom of the Opera,6.4,125.0,2004,143,"['Drama', 'Musical', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2
11986,Dance Flick,4.3,26.0,2009,83,"['Action', 'Comedy', 'Music']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11987,The Goldfinch,6.8,89.0,2019,149,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
11988,Beneath,5.7,11.0,2013,90,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
11989,Meg 2: The Trench,4.7,172.0,2023,116,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3
11990,The Virginity Hit,4.9,14.0,2010,86,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11991,Over the Top,6.5,24.0,1987,93,"['Action', 'Drama', 'Sport']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
11992,Monkeybone,5.7,23.0,2001,93,"['Comedy', 'Fantasy']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11993,Message in a Bottle,6.7,29.0,1999,131,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
11994,Bliss,5.8,30.0,2021,103,"['Drama', 'Romance', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
11995,Father Stu,6.7,46.0,2022,124,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11996,Last Weekend,5.1,8.0,2014,94,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11997,Tanner Hall,4.8,6.0,2011,95,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
11998,Tim and Eric's Billion Dollar Movie,6.5,57.0,2012,94,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,3 Days to Kill,5.7,135.0,2014,117,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12002,The Best Little Whorehouse in Texas,7.2,5.0,1982,114,"['Comedy', 'Musical']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12003,Welcome To Marwen,6.1,58.0,2018,116,"['Biography', 'Comedy', 'Drama', 'Fantasy', 'Romance']",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12004,Wicker Park,7.2,21.0,2004,114,"['Drama', 'Mystery', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
12005,Paris 36,4.5,4.0,2009,120,"['Drama', 'Music', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
12008,Good,5.3,4.0,2008,96,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
12009,The Last Word,7.4,14.0,2017,108,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12011,Remember Me,6.8,96.0,2010,113,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12012,The Believers,7.5,4.0,1987,114,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
12013,Phantom,5.4,23.0,2013,98,"['Drama', 'History', 'Thriller', 'War']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5
12014,Fantastic Four,5.4,374.0,2005,106,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
12015,Deliver Us From Evil,5.9,133.0,2014,118,"['Crime', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
12016,The Comedian,5.2,18.0,2017,120,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12017,Salinger,7.3,14.0,2013,120,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12018,Teenage Mutant Ninja Turtles III,5.1,31.0,1993,96,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
12019,Lift,4.3,59.0,2024,107,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12021,The Slammin' Salmon,5.8,16.0,2009,90,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12022,Sleepwalking,8.9,14.0,2008,101,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12023,Alexander,5.7,145.0,2004,175,"['Action', 'Biography', 'Drama', 'History', 'War']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
12027,Bulletproof Monk,5.7,34.0,2003,104,"['Action', 'Comedy', 'Fantasy']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12028,Clockstoppers,7.0,16.0,2002,94,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
12029,Scary Movie 4,5.6,181.0,2006,83,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12030,Fire Down Below,6.0,10.0,1997,105,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12031,The Boys from Brazil,6.9,15.0,1978,125,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6
12032,Abattoir,4.4,9.0,2016,98,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
12033,National Treasure,6.8,231.0,2004,131,"['Action', 'Adventure', 'Mystery', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
12034,Shrink,5.9,16.0,2009,104,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12036,Three Fugitives,6.3,6.0,1989,96,"['Action', 'Comedy']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12037,Margaret Cho: Assassin,4.8,5.0,2005,90,"['Documentary', 'Comedy', 'War']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12038,Smurfs: The Lost Village,5.5,91.0,2017,90,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12040,Domino,4.3,12.0,2019,89,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12041,Aloha,4.2,133.0,2015,105,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12042,Teenage Mutant Ninja Turtles: Out of the Shadows,5.7,370.0,2016,112,"['Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Sci-Fi']",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
12043,Insidious: Chapter 2,6.7,312.0,2013,106,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
12044,Pitch Perfect 3,5.6,123.0,2017,93,"['Comedy', 'Music']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12046,From the Land of the Moon,6.2,5.0,2017,120,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12047,Ernest Goes to Jail,7.2,6.0,1990,81,"['Comedy', 'Crime', 'Family']",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12048,Head in the Clouds,8.4,19.0,2004,132,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
12049,Mine,6.0,29.0,2017,106,"['Drama', 'Thriller', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
12050,Happy Hour,5.2,6.0,2004,93,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12051,Pay It Forward,6.7,76.0,2000,123,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12052,Wild Card,5.3,75.0,2015,92,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12053,Little Women,4.4,12.0,2018,112,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12054,A View to a Kill,5.7,65.0,1985,131,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
12055,Double Impact,5.6,16.0,1991,110,"['Action', 'Crime']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
