,Title,Rating,Number of User Reviews,Year,Duration,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,Unknown,War,Western,Cluster
1412,Twinsters,7.8,8.0,2015,89,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,Beginners,7.3,198.0,2011,105,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1414,"Paris, Texas",7.7,68.0,1984,145,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1415,Autumn Tale,7.1,12.0,1999,112,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1416,Bright Star,7.5,42.0,2009,119,"['Biography', 'Drama', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1417,MLK/FBI,6.1,27.0,2021,104,"['Documentary', 'Biography', 'History']",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,The Headless Woman,7.2,10.0,2009,87,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
1419,Wait Until Dark,7.7,25.0,1967,108,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
1420,Jackie,7.3,243.0,2016,100,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1421,Weekend,8.6,102.0,2011,96,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1422,Happiness,7.5,77.0,1998,134,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1423,Beginning,7.2,6.0,2021,130,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1424,Raw,7.3,247.0,2017,99,"['Drama', 'Horror']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1425,The Man Who Fell to Earth,6.8,33.0,1976,139,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1426,A Pigeon Sat on a Branch Reflecting on Existence,6.8,50.0,2015,101,"['Comedy', 'Drama', 'Fantasy']",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1427,Test Pattern,5.3,15.0,2021,82,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
1428,R.M.N.,7.6,8.0,2023,128,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1429,Inherent Vice,7.3,421.0,2014,148,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1430,Under the Sun,6.6,22.0,2016,106,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,Three Identical Strangers,7.7,75.0,2018,96,"['Documentary', 'Biography', 'Drama', 'Mystery']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1432,Wrinkles,7.2,18.0,2014,89,"['Animation', 'Drama']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1433,Revenge,6.5,161.0,2018,108,"['Action', 'Drama', 'Horror', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
1434,Midnight Family,6.6,11.0,2019,81,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,Tina,8.3,22.0,2021,118,"['Documentary', 'Biography', 'Music']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1436,American Fiction,7.3,185.0,2023,117,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1437,Il Divo,7.7,27.0,2009,110,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1438,Leviathan,6.0,28.0,2013,87,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,Fish Tank,7.3,76.0,2010,123,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1440,Sweetie,7.2,5.0,1989,97,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1441,Little Shop of Horrors,7.4,83.0,1986,94,"['Comedy', 'Horror', 'Musical', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1442,No,7.5,75.0,2013,118,"['Drama', 'History']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1443,Riders of Justice,7.8,97.0,2021,116,"['Action', 'Comedy', 'Drama', 'Thriller']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1444,The China Syndrome,7.9,25.0,1979,122,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
1445,In Fabric,5.5,47.0,2019,118,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
1446,Hot Fuzz,8.5,641.0,2007,121,"['Action', 'Comedy', 'Mystery', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
1447,"Police, Adjective",7.1,11.0,2009,113,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1448,Four Weddings and a Funeral,7.2,103.0,1994,117,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1449,Sister,6.7,14.0,2012,97,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1450,Play,4.3,4.0,2015,118,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1451,Django Unchained,8.6,2636.0,2012,165,"['Comedy', 'Drama', 'Western']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1452,The Hill,7.8,11.0,1965,123,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1453,A Girl Walks Home Alone at Night,7.1,129.0,2014,99,"['Drama', 'Horror', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6
1454,Us,6.4,1096.0,2019,116,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
1456,Wattstax (re-released),6.5,4.0,2003,98,"['Documentary', 'Comedy', 'Music']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1457,The Big Short,8.0,787.0,2015,130,"['Biography', 'Comedy', 'Drama', 'History']",0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1458,Black Orpheus,7.7,18.0,2006,100,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
1459,Closed Curtain,5.1,7.0,2014,106,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1460,Moana,7.8,873.0,2016,107,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
1461,Aisha,5.9,8.0,2024,94,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1462,The Wailing,7.9,200.0,2016,156,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
1463,White Sun,7.8,5.0,2017,89,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1464,Chris & Don. A Love Story,6.2,5.0,2008,90,"['Documentary', 'Biography', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1465,The Empty Hours,7.7,6.0,2014,101,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1466,Shadow,7.3,57.0,2019,116,"['Action', 'Adventure', 'Fantasy', 'History', 'War']",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
1467,Still Life,8.8,12.0,2008,111,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1468,Tropical Malady,6.9,19.0,2005,118,"['Drama', 'Fantasy', 'Romance']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1469,The Edge of Democracy,5.4,179.0,2019,121,"['Documentary', 'History']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,Gimme the Loot,6.4,16.0,2013,81,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1471,Reservoir Dogs,8.5,921.0,1992,99,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1472,Premature,5.0,7.0,2020,90,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1473,Tchoupitoulas,5.1,8.0,2012,80,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,Skyfall,7.6,1895.0,2012,143,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1476,Of Time and the City,6.5,11.0,2009,74,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,The Janes,4.8,27.0,2022,101,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,A Fantastic Woman,7.0,118.0,2017,104,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1479,Your Name.,8.9,942.0,2017,106,"['Animation', 'Drama', 'Fantasy', 'Romance']",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1480,Melancholia,7.4,503.0,2011,137,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1481,"You, the Living",7.6,12.0,2009,95,"['Comedy', 'Drama', 'Music']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1482,The Go-Go's,7.8,13.0,2020,98,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1483,Upstream Color,6.8,159.0,2013,96,"['Drama', 'Mystery', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
1484,Hunt for the Wilderpeople,8.0,239.0,2016,101,"['Adventure', 'Comedy', 'Drama']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1485,Ballets Russes,6.6,7.0,2005,118,"['Documentary', 'History', 'Music']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1486,The General,6.0,8.0,1998,124,"['Biography', 'Crime', 'Drama', 'Thriller']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1487,Harry Potter and the Goblet of Fire,7.9,931.0,2005,157,"['Adventure', 'Family', 'Fantasy', 'Mystery']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
1488,Mikey and Nicky,7.4,9.0,1976,119,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1489,Paprika,8.0,174.0,2007,90,"['Animation', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6
1490,Hell and Back Again,6.4,11.0,2011,88,"['Documentary', 'Action', 'History', 'War']",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1491,Il Postino: The Postman,7.6,30.0,1995,108,"['Biography', 'Comedy', 'Drama', 'Romance']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1492,The Hate U Give,6.9,143.0,2018,133,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1493,Hairspray,7.3,119.0,2007,117,"['Comedy', 'Drama', 'Musical', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
1494,Faya Dayi,7.6,5.0,2021,120,"['Documentary', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,Bruiser,6.0,12.0,2023,97,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1496,Chicago,7.7,211.0,2002,113,"['Comedy', 'Crime', 'Musical']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1497,King Kong,7.8,576.0,2005,187,"['Action', 'Adventure', 'Romance']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1498,Daughters of the Dust,7.7,9.0,1991,112,"['Drama', 'History', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
1499,Battle Royale,7.8,206.0,2012,114,"['Action', 'Adventure', 'Drama', 'Thriller']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1500,Goodnight Mommy,7.0,163.0,2015,99,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
1501,I Lost My Body,7.9,94.0,2019,81,"['Animation', 'Drama', 'Fantasy', 'Romance']",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1502,Glass Onion: A Knives Out Mystery,6.1,609.0,2022,139,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
1503,"A White, White Day",6.7,19.0,2020,109,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
1504,Two Step,7.4,5.0,2015,93,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1505,Summer 1993,7.0,24.0,2018,97,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1506,Starred Up,8.0,98.0,2014,106,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1507,Midnight in Paris,7.9,667.0,2011,100,"['Comedy', 'Fantasy', 'Romance']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1508,The Guardians,5.7,15.0,2018,138,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1509,Mission: Impossible – Dead Reckoning,7.9,566.0,2023,163,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1510,Mirai,7.5,64.0,2018,98,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1511,Love and Death on Long Island,7.7,10.0,1998,94,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1512,Benediction,7.0,22.0,2022,137,"['Biography', 'Drama', 'History', 'War']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
1513,A War,7.4,36.0,2016,115,"['Crime', 'Drama', 'Thriller', 'War']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
1514,She Dies Tomorrow,5.1,59.0,2020,84,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
1515,Living,7.3,36.0,2022,102,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1516,Skin Deep,4.6,9.0,2024,103,"['Drama', 'Fantasy', 'Romance']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1517,Listening to Kenny G,7.2,6.0,2021,97,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1519,The Story of the Weeping Camel,5.6,5.0,2004,93,"['Documentary', 'Drama', 'Family']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,The World's End,7.6,782.0,2013,109,"['Action', 'Comedy', 'Sci-Fi']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1521,"Tuesday, After Christmas",6.1,14.0,2011,99,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1522,Destry Rides Again,7.8,9.0,1939,95,"['Comedy', 'Western']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1523,Lost Illusions,7.0,21.0,2022,149,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1524,Menashe,6.4,17.0,2017,82,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1525,District 9,8.3,845.0,2009,112,"['Action', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1526,Picnic at Hanging Rock,7.8,28.0,1979,115,"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1527,Ai Weiwei: Never Sorry,7.8,15.0,2012,91,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,Nitram,7.8,24.0,2022,112,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1529,Woman at War,6.8,25.0,2019,101,"['Adventure', 'Comedy', 'Drama', 'Thriller']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1530,The Night of the 12th,6.8,12.0,2023,115,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
1531,The Nest,6.4,51.0,2020,107,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
1532,To Live and Die in L.A.,7.3,23.0,1985,116,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1533,"Right Now, Wrong Then",8.2,15.0,2016,121,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1534,Ford v Ferrari,8.3,727.0,2019,152,"['Action', 'Biography', 'Drama', 'Sport']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1535,Bad Education,7.7,60.0,2004,106,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1536,The Mitchells vs. The Machines,8.0,318.0,2021,113,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
1537,Bullitt,6.8,42.0,1968,114,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1538,The Chambermaid,7.5,13.0,2019,102,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1539,Silver Linings Playbook,8.3,1056.0,2012,122,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1540,"Norte, the End of History",7.3,9.0,2014,250,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1541,Buena Vista Social Club,8.0,18.0,1999,105,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1542,Elaine Stritch: Shoot Me,7.8,13.0,2014,80,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,Huesera: The Bone Woman,6.2,24.0,2023,93,"['Drama', 'Horror']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1544,Waiting for 'Superman',7.4,60.0,2010,111,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Rimini,7.0,7.0,2023,114,"['Comedy', 'Drama', 'Music']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547,A Thousand and One,6.4,42.0,2023,117,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1548,Encounters at the End of the World,7.4,28.0,2008,99,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,The Turin Horse,8.3,54.0,2012,146,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1551,Western Stars,6.7,15.0,2019,83,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1552,Waves,7.3,100.0,2019,135,"['Drama', 'Romance', 'Sport']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
1553,The Martian,7.9,1926.0,2015,144,"['Adventure', 'Drama', 'Sci-Fi']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1554,The Last Temptation of Christ,7.5,102.0,1988,164,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1555,Neon Bull,7.7,36.0,2016,101,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1556,Nowhere Special,6.2,10.0,2024,96,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1557,On the Ropes,8.0,4.0,1999,94,"['Documentary', 'Drama', 'Sport']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1558,Kiss of the Spider Woman (re-release),8.3,16.0,2001,120,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1559,Wendy and Lucy,6.4,34.0,2008,80,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1560,X,6.4,289.0,2022,105,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
1561,The Sparks Brothers,7.3,31.0,2021,140,"['Documentary', 'Biography', 'Comedy', 'History', 'Music']",0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1562,Little Girl,4.9,11.0,2021,88,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,The Wrestler,8.2,286.0,2008,109,"['Drama', 'Sport']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1564,The Hours,8.1,148.0,2002,114,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1565,Knock Down the House,4.5,106.0,2019,86,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,The Train,8.5,4.0,1965,133,"['Action', 'Thriller', 'War']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
1567,Junebug,7.7,38.0,2005,106,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1568,Dinner in America,8.8,18.0,2022,106,"['Comedy', 'Drama', 'Music', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
